Id,Title,Amount,IsPreferential,SourceAccountId,DestinationAccountId,BankDepartmentId,CurrencyId,TimeFrameId
1164,suscipitligulainlacus,3000,true,658,353,70,1,79
1165,diam,3252,false,38,553,28,3,105
1166,eunibhquisqueidjusto,2046,false,462,436,75,4,177
1167,nasceturridiculusmusetiam,3315,true,27,294,100,3,118
1168,idmaurisvulputate,1885,false,953,351,64,5,38
1169,viverradiam,926,false,579,996,78,3,154
1170,commodoplacerat,296,true,727,384,58,1,42
1171,auguevel,2399,false,305,839,41,1,43
1172,potentinullamporttitorlacusat,2251,false,192,154,38,3,43
1173,pharetramagnaacconsequatmetus,134,true,368,905,86,4,70
1174,sollicitudinvitaeconsectetuer,3373,false,349,415,91,2,17
1175,hendreritat,55,false,720,883,51,3,118
1176,sapienurnapretiumnislut,3518,true,35,299,28,3,9
1177,posueremetus,1551,false,691,399,13,3,68
1178,ipsumdolorsitamet,3892,false,303,442,52,5,41
1179,diamneque,1857,true,785,367,29,5,73
1180,maurisullamcorperpurussit,3957,false,143,624,53,3,101
1181,habitasseplatea,1015,false,973,676,61,2,157
1182,nullajustoaliquam,2597,true,693,150,12,3,84
1183,odioporttitoridconsequatin,3777,false,977,303,42,3,33
1184,fusceconsequatnullanislnunc,3448,false,131,540,10,1,147
1185,nequeliberoconvalliseget,2470,true,233,579,33,4,33
1186,vestibulum,25,false,873,912,4,4,120
1187,fusceconsequat,404,false,347,444,27,2,9
1188,vestibulumante,2502,true,774,298,73,2,140
1189,ultrices,3126,false,129,717,8,3,157
1190,donecdapibusduis,639,false,292,818,23,3,48
1191,necmolestiesedjusto,2949,true,459,707,73,3,34
1192,vestibulumsitamet,3935,false,411,80,56,5,151
1193,pretiumquislectus,3144,false,649,213,22,1,65
1194,quisjustomaecenasrhoncusaliquam,2269,true,947,103,27,3,137
1195,estphasellussitamet,2191,false,378,80,75,3,86
1196,ipsumactellussemperinterdum,90,false,827,298,83,3,91
1197,maurisenimleorhoncus,2233,true,539,745,35,4,129
1198,cubilia,2777,false,53,618,79,1,125
1199,consequatut,3073,false,788,69,2,2,175
1200,tortor,1759,true,996,870,47,4,125
1201,nulladapibusdolor,3188,false,4,944,52,4,107
1202,orciluctusetultrices,3205,false,171,482,13,3,166
1203,sollicitudinmisit,2884,true,155,953,28,5,24
1204,morbivellectusinquam,2566,false,63,964,42,3,66
1205,risus,2085,false,403,761,98,1,132
1206,vehiculacondimentum,445,true,240,408,25,4,98
1207,bibendum,1186,false,474,168,10,4,67
1208,morbi,2763,false,901,378,57,4,145
1209,rutrum,1209,true,624,85,15,1,157
1210,vivamusvelnullaegeteros,627,false,619,232,93,4,164
1211,blanditmiinporttitorpede,3301,false,553,728,94,5,87
1212,viverraegetcongue,2014,true,102,719,67,3,76
1213,nislnuncrhoncusdui,3302,false,505,994,23,1,111
1214,pellentesqueultrices,1743,false,972,724,58,3,42
1215,necnisi,525,true,654,357,36,5,66
1216,integertinciduntante,326,false,455,67,54,5,73
1217,nullam,1173,false,742,860,8,2,126
1218,tinciduntlacusatvelitvivamus,1047,true,146,826,90,2,89
1219,tempusvel,3847,false,25,54,6,1,171
1220,pellentesqueegetnuncdonecquis,1575,false,744,718,53,3,154
1221,interdummaurisnonligulapellentesque,1917,true,577,382,52,5,71
1222,idligulasuspendisse,900,false,169,981,48,3,133
1223,diamcraspellentesquevolutpat,2453,false,820,8,83,2,9
1224,liberonamduiproin,3248,true,345,108,61,5,56
1225,aliquetultriceserattortor,1042,false,598,286,41,1,96
1226,vivamus,3869,false,177,121,44,2,20
1227,liberonamduiproinleo,739,true,828,734,77,1,18
1228,urnauttellusnullaut,2363,false,852,788,76,4,56
1229,blanditnoninterdumin,1759,false,158,904,20,3,117
1230,idpretiumiaculisdiam,182,true,784,907,94,3,18
1231,felissedlacusmorbisem,3274,false,84,247,48,1,22
1232,consequatvariusinteger,1685,false,760,386,42,5,5
1233,turpisenimblandit,3483,true,840,988,99,4,179
1234,congueeget,33,false,455,516,38,4,41
1235,magnisdis,3464,false,40,585,28,4,175
1236,rutrumnullanuncpurusphasellus,3773,true,713,410,89,4,126
1237,praesentblanditnamnulla,926,false,215,325,40,3,129
1238,inlectuspellentesqueatnulla,183,false,34,539,86,1,143
1239,orcinullammolestienibh,2148,true,338,396,27,4,152
1240,donec,2073,false,943,839,27,2,87
1241,luctusnecmolestie,1975,false,743,82,13,4,150
1242,atveliteuestcongue,1761,true,4,823,13,3,46
1243,justoaliquamquisturpiseget,361,false,483,419,66,3,141
1244,liberoutmassavolutpatconvallis,2936,false,501,583,52,4,59
1245,curaeduisfaucibusaccumsanodio,1505,true,930,588,42,3,152
1246,convallismorbiodioodioelementum,1361,false,752,9,73,5,103
1247,pede,2736,false,452,869,75,4,36
1248,curaeduisfaucibus,1068,true,308,51,52,4,25
1249,maurisviverra,1084,false,513,51,56,1,28
1250,suscipitafeugiatet,973,false,283,317,59,1,23
1251,vellectusin,480,true,11,147,29,2,7
1252,condimentumidluctus,2645,false,400,196,90,3,35
1253,pellentesqueultrices,3657,false,73,737,17,1,136
1254,faucibusorciluctus,2802,true,716,69,41,4,132
1255,tortor,567,false,377,512,5,2,61
1256,etiamvelauguevestibulumrutrum,3906,false,650,35,96,3,19
1257,tinciduntnullamollismolestielorem,1689,true,738,611,23,3,81
1258,aliquamlacusmorbiquis,3071,false,51,859,14,3,93
1259,nullanislnuncnislduis,484,false,858,363,20,2,44
1260,lectus,1969,true,570,754,81,1,13
1261,viverradiamvitaequam,716,false,301,501,56,1,50
1262,fermentumjusto,2189,false,311,131,4,2,164
1263,conguediamid,1012,true,261,848,10,3,58
1264,nislvenenatislacinia,3634,false,711,546,43,3,126
1265,nulla,929,false,17,667,89,4,24
1266,lacinianisivenenatistristique,1791,true,7,368,16,4,140
1267,odioconsequatvarius,1900,false,594,677,59,2,171
1268,dictumstetiamfaucibus,1209,false,338,920,3,1,46
1269,idlobortisconvallistortor,2291,true,861,236,57,5,38
1270,volutpateleifenddonec,31,false,979,130,78,4,116
1271,nascetur,1475,false,436,896,90,3,31
1272,turpis,3112,true,472,899,40,2,170
1273,aodioinhac,1091,false,57,568,86,3,153
1274,magnavulputateluctuscum,3610,false,592,475,11,3,174
1275,ipsum,18,true,653,164,23,5,111
1276,semperportavolutpatquam,2664,false,691,227,81,1,103
1277,egetorcivehicula,295,false,549,277,8,3,108
1278,duis,2019,true,192,636,14,1,58
1279,sapiencumsociis,1562,false,467,981,39,4,48
1280,cursusurnauttellusnulla,2040,false,196,512,38,1,32
1281,velipsumpraesent,428,true,959,280,54,4,174
1282,fermentumjustonec,1377,false,692,35,64,1,67
1283,infelis,2610,false,916,64,67,4,134
1284,quisorci,1956,true,196,907,41,5,137
1285,ipsum,3000,false,577,96,54,2,133
1286,dapibusdolor,1846,false,166,194,26,3,105
1287,nisiatnibhin,2221,true,206,486,70,3,101
1288,praesentblanditlaciniaeratvestibulum,1974,false,368,164,99,3,154
1289,nislduisacnibh,2368,false,226,550,50,4,37
1290,quamturpisadipiscingloremvitae,861,true,935,975,85,3,78
1291,facilisicrasnonvelit,131,false,438,364,94,1,45
1292,ametturpiselementumligulavehicula,3557,false,107,677,26,5,34
1293,tellusin,3168,true,947,548,17,5,17
1294,turpissed,2365,false,176,902,4,4,116
1295,odiocondimentumid,1096,false,444,662,86,2,172
1296,plateadictumst,3603,true,176,293,72,3,87
1297,sempersapienaliberonam,3708,false,336,107,70,5,43
1298,donecquisorciegetorci,341,false,821,799,21,5,62
1299,pede,1341,true,762,734,32,5,31
1300,accumsanodiocurabiturconvallis,2193,false,316,910,85,5,167
1301,aliquamnonmaurismorbi,3074,false,408,739,45,3,75
1302,auguevestibulumanteipsumprimis,713,true,631,105,28,4,151
1303,morbinonquam,3325,false,986,433,4,5,88
1304,odio,408,false,845,66,3,1,76
1305,anibhinquisjusto,2869,true,202,153,71,3,120
1306,duiproin,2768,false,729,942,41,1,33
1307,arcused,1363,false,823,509,52,4,138
1308,rutrum,441,true,390,732,1,5,117
1309,egetrutrumatloreminteger,17,false,918,878,85,4,16
1310,euinterdumeutinciduntin,238,false,449,119,85,4,96
1311,euorci,3795,true,148,594,55,4,55
1312,justo,3849,false,832,140,76,3,172
1313,quis,3138,false,252,376,96,3,34
1314,sociisnatoquepenatibuset,2164,true,439,240,84,4,85
1315,duivelsemsed,1810,false,979,406,73,4,56
1316,convallisduisconsequatduinec,3322,false,302,69,76,1,86
1317,ametconsectetueradipiscingelitproin,3830,true,66,142,80,2,44
1318,vestibulumanteipsumprimis,1656,false,194,634,61,3,55
1319,orciluctus,1638,false,140,526,39,2,2
1320,integer,2063,true,224,528,71,5,61
1321,aliquamlacusmorbiquis,1066,false,490,604,84,3,104
1322,integeracneque,2968,false,45,582,72,4,22
1323,atnunccommodoplaceratpraesent,1991,true,98,25,65,4,140
1324,hachabitasse,3727,false,597,609,87,3,9
1325,ultricesenimloremipsumdolor,3083,false,482,337,18,3,65
1326,nec,2212,true,964,928,52,3,176
1327,lectus,3204,false,850,984,33,5,16
1328,etultricesposuere,595,false,417,649,40,2,77
1329,misitamet,3645,true,374,963,79,3,174
1330,eratcurabiturgravidanisi,1440,false,267,513,72,4,37
1331,diamidornareimperdiet,1913,false,799,94,41,1,14
1332,sit,3980,true,466,207,95,2,94
1333,eratvestibulumsedmagnaat,2078,false,705,487,65,2,136
1334,ut,1469,false,413,439,69,2,127
1335,ametturpiselementum,549,true,24,4,97,1,14
1336,morbivellectusinquam,3542,false,547,372,30,2,80
1337,leorhoncussed,2271,false,402,445,60,4,14
1338,suspendissepotenticrasinpurus,2190,true,778,755,31,4,25
1339,lectuspellentesque,1944,false,672,227,39,4,90
1340,craspellentesque,1989,false,119,595,71,1,175
1341,loreminteger,3871,true,197,83,58,2,160
1342,etcommodovulputate,1617,false,664,366,62,2,88
1343,luctus,1863,false,809,478,94,2,5
1344,ultriceserattortor,130,true,95,241,49,5,4
1345,semduisaliquamconvallisnunc,2916,false,829,899,44,1,47
1346,luctusetultrices,1023,false,600,666,66,5,3
1347,vulputatenonummymaecenas,160,true,213,823,19,4,74
1348,sapienplaceratantenulla,1704,false,343,252,6,1,34
1349,integertinciduntantevelipsum,304,false,89,122,21,5,28
1350,morbinon,1627,true,708,588,19,2,165
1351,quisorcinullam,1378,false,114,575,58,4,130
1352,magnaatnunc,3745,false,444,54,21,1,118
1353,vel,3191,true,574,358,10,3,7
1354,morbinonlectus,1888,false,856,713,38,2,73
1355,dapibusdolorvel,3393,false,557,73,98,2,133
1356,volutpatquampedelobortis,991,true,929,451,74,2,32
1357,morbiaipsumintegera,1672,false,815,491,37,4,120
1358,quamaodioin,1383,false,95,919,92,2,95
1359,tortorsollicitudinmi,1930,true,327,314,30,3,61
1360,idnullaultricesaliquetmaecenas,102,false,533,335,13,3,108
1361,odiocrasmipedemalesuada,747,false,264,65,3,1,129
1362,velauguevestibulum,1725,true,927,970,36,4,49
1363,tempus,650,false,786,309,42,1,28
1364,sit,407,false,412,208,77,4,53
1365,nullamvarius,1704,true,362,772,8,3,101
1366,idornare,1314,false,367,994,2,1,28
1367,congueelementuminhac,1621,false,414,233,16,2,89
1368,sapienvariusutblanditnon,95,true,786,968,56,2,90
1369,quisqueeraterosviverraeget,3418,false,421,679,21,4,12
1370,sapienut,3060,false,352,878,8,1,106
1371,in,1984,true,352,600,46,5,171
1372,auguevestibulum,1214,false,333,896,1,2,133
1373,accumsan,1427,false,437,754,96,4,26
1374,sapieninsapieniaculiscongue,112,true,896,47,9,3,91
1375,eros,2038,false,350,651,81,2,57
1376,auctorsedtristique,3602,false,991,903,43,5,64
1377,elementum,1811,true,744,542,68,1,138
1378,orcivehiculacondimentum,1809,false,918,389,91,1,145
1379,vitaequamsuspendissepotentinullam,3432,false,947,223,74,3,84
1380,arcusedaugue,2766,true,167,339,31,3,45
1381,dignissimvestibulum,1921,false,366,269,33,5,180
1382,vestibulumanteipsumprimis,562,false,799,509,8,4,37
1383,semper,344,true,663,801,58,1,32
1384,ut,615,false,873,38,96,2,95
1385,justomorbiut,3448,false,639,575,8,4,137
1386,nonlectusaliquam,3067,true,851,395,58,1,46
1387,quis,255,false,784,956,36,1,9
1388,nislnuncnislduis,436,false,948,962,93,1,7
1389,nisieuorcimaurislacinia,1209,true,683,688,36,5,74
1390,sedaccumsanfelisut,2646,false,399,578,72,3,122
1391,nislnunc,3134,false,655,830,17,1,158
1392,sitamet,108,true,713,892,40,5,158
1393,vehiculaconsequatmorbia,479,false,403,224,63,4,64
1394,quamnecduiluctus,951,false,545,867,38,1,67
1395,consequat,3267,true,273,175,9,3,57
1396,lobortisligula,2402,false,669,227,96,1,115
1397,lacinianisi,1027,false,71,553,78,5,13
1398,ametcursusidturpisinteger,3622,true,490,961,54,5,105
1399,inquam,715,false,848,844,56,3,60
1400,minullaacenim,1431,false,425,118,81,5,103
1401,lectusaliquam,1870,true,546,550,87,3,104
1402,elementumnullamvarius,49,false,110,368,88,3,38
1403,necmolestiesedjustopellentesque,3124,false,523,219,44,3,142
1404,quampharetramagna,27,true,265,851,54,4,24
1405,justolacinia,75,false,563,257,80,4,82
1406,disparturient,3162,false,336,800,61,4,11
1407,acdiamcraspellentesquevolutpat,706,true,167,207,21,1,114
1408,convallis,2416,false,579,279,67,1,148
1409,anibh,2737,false,41,226,39,1,75
1410,aliquetpulvinarsednisl,1284,true,785,801,62,5,96
1411,placeratante,196,false,189,349,31,1,37
1412,semperinterdum,383,false,696,760,38,1,13
1413,ligulasuspendisseornareconsequatlectus,3545,true,913,835,83,5,14
1414,lobortisconvallis,131,false,287,851,31,1,28
1415,sitametsemfusce,2563,false,796,556,31,4,133
1416,et,2567,true,268,615,36,5,54
1417,elitproin,88,false,936,76,97,4,78
1418,inblandit,1074,false,852,985,47,1,124
1419,quisturpis,2929,true,274,93,83,5,17
1420,lacuscurabiturat,1641,false,927,414,72,1,146
1421,molestienibh,3822,false,640,419,56,5,167
1422,metusaenean,3965,true,834,573,16,3,155
1423,dapibusauguevelaccumsan,2052,false,382,754,54,4,112
1424,euorcimaurislacinia,490,false,402,971,73,3,93
1425,cubiliacuraeduis,599,true,94,454,41,3,121
1426,eratnullatempusvivamus,3253,false,672,826,99,5,131
1427,nullauteratid,426,false,480,737,89,4,126
1428,lacusmorbiquistortor,2340,true,705,601,75,3,100
1429,massaquis,2198,false,67,705,33,4,144
1430,vulputatevitae,3265,false,867,297,74,5,68
1431,velsemsedsagittis,1503,true,323,23,42,4,157
1432,adipiscingelitproininterdummauris,2649,false,494,830,90,2,108
1433,pedeposuerenonummyintegernon,3102,false,4,873,85,4,47
1434,neceuismodscelerisque,2276,true,382,792,65,1,97
1435,sedvelenimsitamet,1013,false,738,639,94,5,67
1436,antevivamus,2791,false,645,768,75,2,110
1437,nislnunc,3202,true,987,625,74,3,136
1438,blanditmiinporttitorpede,3308,false,935,613,14,5,162
1439,sed,2126,false,825,827,11,5,80
1440,donecsempersapien,3803,true,528,156,76,3,3
1441,velauguevestibulumrutrum,2504,false,614,473,67,5,149
1442,consequat,690,false,218,325,42,5,118
1443,dapibusduisat,3612,true,56,863,72,5,23
1444,donecutdolormorbi,1025,false,287,904,60,2,86
1445,nonquamnecdui,3311,false,257,202,73,2,63
1446,fuscelacus,720,true,238,897,69,4,86
1447,nibhfuscelacuspurus,3692,false,730,426,10,5,8
1448,nullaeget,3359,false,592,654,65,1,70
1449,a,691,true,836,311,6,2,101
1450,ut,3669,false,850,234,65,5,84
1451,nullasuspendissepotenti,912,false,727,441,45,4,99
1452,dictumstmaecenas,3006,true,767,835,90,5,154
1453,sapienarcused,2269,false,548,419,83,1,115
1454,inhachabitasseplateadictumst,3130,false,659,6,68,2,133
1455,etultrices,2091,true,607,492,28,3,85
1456,fringillarhoncus,1352,false,611,722,41,1,123
1457,aeneanauctorgravidasem,2638,false,712,411,12,3,157
1458,molestieloremquisqueut,3746,true,651,509,89,3,18
1459,velnisl,2205,false,158,899,17,2,65
1460,semperportavolutpatquam,2293,false,133,343,44,1,87
1461,nisl,1413,true,666,609,60,2,107
1462,nonmattispulvinarnullapede,956,false,837,254,31,2,181
1463,sitametsemfusce,1986,false,627,41,9,1,176
1464,donecutdolormorbivel,2865,true,673,170,48,2,146
1465,consectetueradipiscingelitproininterdum,1937,false,575,538,94,5,177
1466,sapienvariusutblandit,1498,false,319,285,57,4,108
1467,inimperdietetcommodovulputate,1127,true,745,941,91,3,122
1468,eget,2207,false,244,243,42,2,30
1469,luctuset,1998,false,696,695,61,2,89
1470,atnibhinhac,3973,true,123,708,1,3,5
1471,ametlobortis,1459,false,887,437,88,5,35
1472,tempusvelpedemorbi,3900,false,828,48,28,1,122
1473,ametlobortissapiensapien,2411,true,817,374,29,2,102
1474,inquamfringillarhoncus,306,false,290,273,17,4,65
1475,namconguerisus,3123,false,663,522,94,3,166
1476,ligula,1502,true,355,370,20,1,66
1477,metus,1325,false,673,570,53,4,107
1478,orciluctusetultrices,2577,false,820,541,29,3,39
1479,ligulapellentesque,1069,true,71,200,83,3,101
1480,eraterosviverra,3043,false,643,19,35,5,138
1481,nequeaeneanauctorgravidasem,2352,false,469,925,98,4,175
1482,penatibusetmagnisdis,1871,true,886,591,30,3,47
1483,liberoutmassa,3821,false,188,557,63,2,97
1484,luctustinciduntnullamollismolestie,3996,false,20,120,47,3,178
1485,suscipitafeugiat,106,true,260,858,1,3,36
1486,duinec,2443,false,940,53,71,3,17
1487,sapienarcusedaugue,3519,false,347,401,16,4,159
1488,risus,691,true,199,617,77,2,173
1489,pretiumiaculisjustoin,2675,false,330,668,83,2,49
1490,sit,446,false,499,860,56,2,40
1491,morbivestibulumvelitidpretium,1341,true,832,89,31,1,26
1492,atveliteu,808,false,558,33,10,4,59
1493,donecodiojustosollicitudin,3893,false,863,617,1,1,78
1494,ligula,844,true,417,39,93,3,40
1495,velaccumsantellusnisieu,3616,false,775,217,43,4,67
1496,egettinciduntegettempusvel,3983,false,449,942,46,1,164
1497,aenean,1662,true,418,694,11,3,75
1498,eu,1978,false,39,553,9,4,84
1499,asuscipitnulla,1280,false,239,803,76,3,124
1500,disparturient,942,true,363,581,20,3,119
1501,semfusceconsequat,290,false,578,89,42,5,111
1502,tristiqueintempus,1230,false,85,565,62,4,86
1503,sitametsapien,1798,true,850,669,33,3,54
1504,nulladapibus,3760,false,511,28,33,5,61
1505,pellentesqueultricesmattis,2734,false,417,182,96,4,29
1506,arculiberorutrumac,3044,true,228,778,55,5,134
1507,diameratfermentumjusto,3243,false,999,7,51,4,122
1508,conguediamidornare,3851,false,90,530,72,2,109
1509,turpis,1645,true,190,855,45,4,15
1510,convallisduisconsequat,1180,false,214,940,65,1,6
1511,nonvelitnec,236,false,266,663,28,3,114
1512,habitasseplateadictumstetiamfaucibus,754,true,993,585,89,2,155
1513,euismodscelerisquequamturpis,2940,false,442,737,3,4,91
1514,auguevestibulum,1109,false,565,279,63,3,149
1515,erosvestibulumacestlacinia,1926,true,365,410,51,2,4
1516,disparturientmontesnascetur,2453,false,999,328,59,4,80
1517,variusutblanditnoninterdum,2342,false,514,443,76,3,53
1518,nullasuspendisse,1288,true,240,414,68,1,66
1519,velitnecnisi,402,false,795,620,82,5,121
1520,morbiut,615,false,158,657,98,4,96
1521,ullamcorperpurussitamet,166,true,427,834,18,1,28
1522,ipsumdolorsit,2468,false,201,904,22,5,20
1523,duiproin,1604,false,702,265,43,4,159
1524,tellusnulla,3354,true,432,990,22,3,3
1525,elementumligulavehiculaconsequat,764,false,778,835,84,4,175
1526,praesentblandit,3318,false,8,908,59,1,83
1527,nuncvestibulumante,826,true,728,93,73,1,123
1528,incongueetiamjusto,2943,false,849,837,32,2,104
1529,ipsum,362,false,570,829,55,3,139
1530,condimentumidluctusnecmolestie,1217,true,26,889,72,2,84
1531,odiodonecvitae,3488,false,514,421,35,2,104
1532,plateadictumstetiam,3316,false,358,712,97,2,47
1533,tortorduismattisegestasmetus,3365,true,619,861,52,5,148
1534,elementumpellentesquequisqueportavolutpat,2030,false,328,63,85,3,44
1535,estdonecodio,2643,false,47,106,30,2,22
1536,odiodonecvitaenisi,2056,true,358,97,54,3,32
1537,nonmaurismorbinon,1448,false,660,983,46,4,116
1538,sed,2005,false,296,615,44,1,168
1539,accumsanfelisutat,1792,true,514,374,16,5,128
1540,eleifend,3705,false,130,366,2,5,175
1541,nonsodales,2822,false,147,291,19,3,138
1542,congueelementum,1348,true,494,293,1,4,144
1543,libero,552,false,25,677,54,4,180
1544,semmaurislaoreetut,2769,false,255,295,15,5,179
1545,mattis,2011,true,201,917,38,5,89
1546,volutpatquam,3424,false,757,997,4,5,113
1547,proinatturpisa,2260,false,306,476,28,1,44
1548,maecenasleoodiocondimentum,3809,true,483,97,70,5,150
1549,utvolutpatsapienarcu,3611,false,391,786,22,5,33
1550,vestibulumvestibulum,2381,false,336,437,59,5,172
1551,molestienibh,353,true,219,9,31,1,14
1552,lacusatvelitvivamusvel,2502,false,95,878,15,3,27
1553,quis,3141,false,842,278,12,1,22
1554,semduis,2675,true,3,355,60,3,98
1555,nullamollis,1568,false,727,367,20,2,157
1556,volutpat,916,false,846,557,52,2,144
1557,dapibusdolorvel,2273,true,300,177,52,3,163
1558,laciniasapienquis,1483,false,825,993,61,2,115
1559,convallis,3082,false,23,260,2,3,45
1560,etcommodovulputatejustoin,1338,true,952,263,2,3,16
1561,turpis,1508,false,461,728,67,1,143
1562,praesentlectus,127,false,356,478,10,5,18
1563,nequelibero,2176,true,232,740,79,5,47
1564,sodales,2717,false,74,879,6,3,75
1565,magnaacconsequat,335,false,323,147,88,3,41
1566,lectus,1253,true,302,284,70,4,101
1567,liberoconvallisegeteleifendluctus,593,false,609,518,43,5,156
1568,sitametnullaquisquearcu,1993,false,6,114,47,3,2
1569,penatibus,3067,true,57,801,1,5,96
1570,sedinterdum,3484,false,261,900,7,5,156
1571,aliquamnonmaurismorbi,735,false,930,819,95,3,60
1572,ligulapellentesqueultricesphasellus,3617,true,10,589,20,3,9
1573,cumsociisnatoquepenatibus,1333,false,470,961,41,3,100
1574,turpis,117,false,264,762,61,5,74
1575,morbisemmaurislaoreetut,3698,true,25,175,42,2,137
1576,viverradiam,2606,false,812,622,23,4,105
1577,odiodonecvitaenisi,1562,false,663,96,22,2,169
1578,lobortisligulasitamet,1313,true,823,494,52,3,115
1579,insapieniaculis,3796,false,556,458,14,3,181
1580,curabiturconvallisduis,1349,false,691,253,99,5,75
1581,rutrum,1605,true,812,610,44,2,52
1582,inhachabitasse,46,false,72,364,28,4,99
1583,ipsumpraesentblandit,1836,false,819,393,28,3,102
1584,nonlectus,1300,true,860,772,95,2,26
1585,uttellus,2548,false,811,867,97,2,42
1586,sapienvariusut,994,false,413,454,47,4,163
1587,ligulavehicula,2752,true,284,107,87,1,146
1588,namtristiquetortor,2095,false,690,464,74,3,95
1589,lorem,3639,false,382,113,7,2,1
1590,suspendissepotenticras,2081,true,992,773,28,3,96
1591,necmolestiesedjustopellentesque,1505,false,583,841,17,1,36
1592,convallisegeteleifendluctusultricies,3824,false,135,395,85,5,173
1593,accumsantortorquisturpis,165,true,953,459,100,4,177
1594,amet,874,false,194,6,64,2,112
1595,curabiturconvallis,1292,false,544,574,48,4,21
1596,id,1486,true,723,615,47,3,58
1597,ipsum,1918,false,85,317,30,2,55
1598,atturpis,2856,false,766,150,55,4,26
1599,pellentesqueviverrapedeac,763,true,163,281,88,3,53
1600,aliquamauguequamsollicitudin,1408,false,172,34,69,2,173
1601,lobortisconvallistortorrisus,3543,false,317,748,59,2,178
1602,velitvivamusvelnulla,3576,true,890,791,74,2,32
1603,at,2236,false,495,451,8,1,68
1604,venenatislaciniaaeneansitamet,863,false,154,313,81,2,154
1605,nullanisl,510,true,944,963,12,4,10
1606,aliquet,219,false,805,159,36,4,94
1607,donecutmaurisegetmassa,2056,false,548,183,1,4,129
1608,elitsodales,3442,true,782,652,29,3,119
1609,velsemsed,2189,false,661,61,6,4,159
1610,inestrisus,540,false,736,734,88,1,170
1611,pretiumnislutvolutpat,2651,true,518,75,26,5,157
1612,luctusetultricesposuerecubilia,2466,false,178,350,57,5,149
1613,ac,1400,false,968,951,98,5,5
1614,nuncnislduisbibendum,2502,true,874,514,6,1,6
1615,quislectussuspendissepotenti,3602,false,270,54,100,1,54
1616,rutrumrutrumnequeaeneanauctor,2740,false,571,379,27,3,58
1617,aipsum,3785,true,193,210,15,5,159
1618,odioodioelementumeu,176,false,344,109,78,2,97
1619,donecpharetramagna,3908,false,129,613,36,1,154
1620,lectussuspendissepotentiin,3387,true,115,741,18,2,129
1621,faucibuscursusurnaut,2530,false,776,352,35,3,125
1622,risussemperporta,810,false,473,319,16,4,63
1623,lobortis,2837,true,800,83,99,3,134
1624,orciegetorcivehiculacondimentum,1826,false,833,289,70,5,38
1625,habitasseplatea,3907,false,64,734,88,5,169
1626,nisi,3390,true,190,236,65,3,103
1627,interdummaurisnon,1423,false,698,365,5,4,155
1628,lacuscurabitur,820,false,749,161,47,2,119
1629,habitasseplateadictumstmaecenas,3028,true,185,317,96,4,86
1630,inante,3495,false,985,399,61,3,157
1631,lectus,2890,false,300,991,60,2,155
1632,nullamporttitorlacusatturpis,2081,true,424,817,99,1,104
1633,acenimin,1377,false,762,30,89,4,105
1634,hendreritatvulputatevitaenisl,3954,false,795,917,26,1,34
1635,consequatutnulla,1007,true,91,564,65,5,157
1636,elementumeu,3210,false,334,424,65,4,33
1637,nisl,1746,false,905,428,65,2,61
1638,namultricesliberononmattis,3043,true,33,324,76,4,176
1639,tempussemper,3651,false,751,280,40,1,126
1640,metusarcuadipiscingmolestiehendrerit,1386,false,525,911,72,1,136
1641,purussit,3252,true,580,706,24,2,91
1642,idjustosit,1898,false,349,212,64,1,140
1643,crasnonvelitnec,2510,false,378,164,94,1,30
1644,sem,2573,true,294,431,8,5,86
1645,utmassavolutpatconvallismorbi,1936,false,281,914,58,2,178
1646,purusphasellusinfelisdonec,2361,false,145,1,40,3,4
1647,donecdiamnequevestibulum,2924,true,265,243,37,3,62
1648,sitametnullaquisquearcu,1845,false,423,116,8,5,154
1649,ametjustomorbiutodio,2683,false,549,256,92,4,81
1650,consequatmetussapienut,757,true,461,263,23,1,23
1651,afeugiatet,1995,false,732,268,75,5,126
1652,diamnamtristique,2541,false,250,46,88,5,110
1653,aliquet,1594,true,595,442,22,1,148
1654,orcinullammolestienibhin,917,false,523,381,47,3,39
1655,dapibusnullasuscipit,3620,false,608,376,19,2,121
1656,egeteros,1413,true,364,729,58,1,74
1657,molestiehendreritat,2207,false,565,103,76,2,66
1658,velitnecnisi,3081,false,306,719,74,5,155
1659,vulputatevitae,1946,true,490,506,12,5,11
1660,eget,2280,false,735,373,10,1,37
1661,maurisullamcorperpurussit,260,false,64,93,50,1,121
1662,leomaecenas,795,true,368,373,87,5,63
1663,urnapretiumnislut,400,false,557,937,37,5,69
1664,in,3477,false,383,670,66,5,8
1665,sollicitudinutsuscipit,923,true,652,465,36,2,124
1666,convallisduisconsequat,1528,false,758,188,12,5,25
1667,auguevestibulumanteipsumprimis,3136,false,196,6,21,2,41
1668,inliberoutmassavolutpat,535,true,950,536,35,4,49
1669,purusaliquetatfeugiatnon,1182,false,494,964,93,4,43
1670,vulputatenonummymaecenastincidunt,1613,false,864,559,28,3,89
1671,morbi,2920,true,763,492,33,3,67
1672,estdonecodio,1385,false,976,111,60,4,26
1673,ut,3374,false,734,915,43,2,164
1674,cursusid,1711,true,359,295,83,4,9
1675,hendreritat,2596,false,153,458,69,3,23
1676,curabituratipsumactellus,536,false,662,240,55,4,108
1677,luctusetultricesposuere,3944,true,489,275,51,1,177
1678,felisfusceposuere,2332,false,277,460,76,2,141
1679,a,284,false,702,87,74,1,117
